Category ,Platform A,Choice,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,Platform B,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
food,Twitter,0,10422587,147,98965,1892.914388,678.0109535,0.842497379,0.100503359,0.842497379,7979,37.13576895,2639.140829,Instagram ,35420121,136440,243073,33169.80682,6627.82221,0.100503359,0.100503359,0.100503359,54819,17.67608459,2006.176049
food,Twitter,1,2696,1718,20,4.237051754,0.321056672,0.586102452,0.100503359,0.837439237,18,84.94444444,2656.888889,Instagram ,279,40,15,0.294043527,0.294043527,0.100503359,0.100503359,0.100503359,1,1,37
food,Twitter,0,3914,1439,165,2.404212204,1.16194603,0.100503359,0.100503359,0.100503359,9,18.77777778,899,Instagram ,565,613,34,11.7772064,1.050486116,5.644562091,1.866505408,5.865445093,34,76.5,2505.852941
food,Twitter,1,614689,400,5729,199.6182962,67.81246947,9.366192242,0.359533601,4.094487553,669,39.19374069,2565.612519,Instagram ,314,398,11,2.911756281,0.503461869,1.546347246,0.332423044,1.333844661,9,16.11111111,495.7777778
food,Twitter,0,6085071,67,30758,10357.24516,5215.953047,0.100503359,0.100503359,0.100503359,32871,10.01852628,930.1526996,Instagram ,2632007,5,37841,557.7292406,195.41769,0.100503359,0.100503359,0.100503359,2391,62.33388023,3537.859311
food,Twitter,1,4875,957,170,7.373397619,2.365164238,0.100503359,0.100503359,1.116593105,33,45.17647059,1105.147059,Instagram ,369,454,6,0.299967821,0.100503359,0.362150068,0.100503359,0.849992268,1,7,398
food,Twitter,1,70,72,2,0.100503359,0.100503359,0.100503359,0.100503359,0.346838542,0,0,0,Instagram ,687,161,64,3.996746059,1.098261124,6.919680257,0.839830911,6.6719137,14,86.07142857,3516.357143
food,Twitter,1,504004,3109,12772,311.8003107,142.6332289,4.486090163,1.049407923,4.806823324,1280,48.53281853,1554.489575,Instagram ,143101,128686,8742,874.2128732,347.6306673,4.49847062,0.100503359,34.97797772,2767,105.7347811,5276.96262
food,Twitter,1,100836,144,1781,512.4444929,143.8932641,4.589756622,1.844931707,5.110850601,1743,30.7592068,1251.028329,Instagram ,2696,1718,20,4.237051754,0.321056672,0.586102452,0.100503359,0.837439237,18,84.94444444,2656.888889
food,Twitter,0,32342,2622,1061,64.64188177,21.49213085,22.25028766,0.583369585,27.51283755,271,184.2977941,7245.231618,Instagram ,1674046,24246,16572,1560.770455,561.7978791,4.300411979,1.089386938,3.555193991,5759,33.1578857,2172.985241
food,Twitter,1,92462,692,5259,141.5032042,35.28974662,3.787262788,0.596412376,3.041914981,578,97.38593482,4638.421955,Instagram ,1043,81,40,2.718281338,0.932457738,0.100503359,0.100503359,0.100503359,10,21.5,1412.3
food,Twitter,0,805,589,26,7.755929477,1.873917716,3.134203079,0.367462556,1.843682004,29,94.06896552,1810.551724,Instagram ,591,401,16,3.051681663,1.262972463,1.132068589,0.100503359,1.119873766,12,107.1666667,14013.41667
food,Twitter,0,181930,167755,3870,716.2911565,624.2951252,0.100503359,0.100503359,0.100503359,2035,3.124695567,353.2937165,Instagram ,263,190,5,0.301982614,0.100503359,0.100503359,0.100503359,0.367462556,1,161,5019
food,Twitter,0,2470,357,119,1.12647413,0.323284483,0.337131953,0.337131953,0.596162195,5,60.6,1983,Instagram ,1674046,24246,16572,1560.770455,561.7978791,4.300411979,1.089386938,3.555193991,5759,33.1578857,2172.985241
food,Twitter,1,78083,679,3680,165.5944836,89.14315641,5.186266845,2.41683137,7.179363785,682,82.98695652,3777.766667,Instagram ,9335935,1,44574,4209.745506,614.4227012,0.100503359,0.100503359,0.100503359,17267,20.0803765,3222.967884
food,Twitter,0,125512,13701,10873,267.7038326,94.38806804,10.98628644,1.360204649,11.16840455,1063,229.7641597,6728.430826,Instagram ,864557,7352,19561,5744.732819,5311.507204,14.29579022,0.351840144,14.76374919,3641,65.87326203,3279.479679
food,Twitter,0,279,40,15,0.294043527,0.294043527,0.100503359,0.100503359,0.100503359,1,1,37,Instagram ,11147,1500,474,40.59251241,5.923008807,19.64806445,1.861765207,12.26102921,128,107.4318182,2481.136364
food,Twitter,0,1634478,12567,38425,12725.70972,4935.335415,21.75985933,7.262186383,16.69141777,23939,24.4788244,2299.088294,Instagram ,102116,293,970,1729.451634,763.6597393,30.82997666,8.568366922,93.31157133,4067,12.31026948,1636.379704
food,Twitter,1,1445520,260,6737,52.17908957,13.56472234,3.463561343,1.062120172,2.771270012,219,260.739726,13653.17352,Instagram ,4557,82,167,7.337626165,4.397497314,0.100503359,0.100503359,2.092016958,25,12.44,398.76
food,Twitter,1,1706188,402,12138,837.5800523,93.56984817,7.621259366,2.60905999,4.866270991,2597,21.28910134,1937.639388,Instagram ,671,215,17,0.354378899,0.100503359,0.100503359,0.100503359,0.100503359,1,1,148
food,Twitter,1,130850,3394,449,92.86965112,16.53848389,2.548047615,0.100503359,3.036687975,355,102.5730028,10481.73554,Instagram ,794,479,8,0.306073459,0.306073459,0.100503359,0.100503359,1.621980887,1,49,4969
food,Twitter,1,15960,247,790,28.44143264,6.642593711,4.102527931,0.359533601,5.869002198,94,87.30851064,1808.765957,Instagram ,7502,173,403,10.27575667,2.5779945,0.60116885,0.100503359,0.833088535,49,53.32692308,909.8846154
food,Twitter,0,5685,942,477,30.13122089,1.649977649,5.312394518,0.100503359,4.819142948,111,224.2252252,7527.405405,Instagram ,9679,322,213,9.60716309,0.310247365,0.100503359,0.100503359,0.100503359,42,26.76190476,1770
food,Twitter,1,4654040,1165830,31890,684.4890957,291.5223665,0.356943299,0.100503359,3.071120945,2749,53.02206148,1858.248101,Instagram ,20331,3618,708,31.03384641,12.0805577,5.095155947,0.605766716,4.511508263,128,104.8549618,3199.259542
food,Twitter,0,9542820,2069,17897,4336.358286,668.5708009,7.37699597,1.838380721,3.113625134,12252,16.38513842,3413.41185,Instagram ,1404323,563,20057,967.7206417,579.4311277,4.473798492,0.805680232,6.24180594,4027,57.64383892,3201.293706
food,Twitter,1,163145,906,4475,182.1755684,78.04320237,11.60766804,3.59001979,9.605154521,688,82.93865906,1809.650499,Instagram ,15002,1945,670,98.50741684,20.95770893,25.64641411,0.839508908,23.35146241,350,83.4039548,3133.562147
food,Twitter,1,7360339,95,43590,12473.15006,9597.001073,5.323947293,1.353623527,8.266238728,46906,7.320319919,838.4865891,Instagram ,5922518,483,7594,65758.40354,32054.0556,1.61241011,0.100503359,2.631606754,187674,6.015693853,1199.636812
food,Twitter,0,125512,13701,10873,267.7038326,94.38806804,10.98628644,1.360204649,11.16840455,1063,229.7641597,6728.430826,Instagram ,266407,1592,6734,660.8972631,297.0903327,28.25799996,0.839682343,20.72266499,2376,66.39598997,2706.108187
food,Twitter,1,5342840,33401,19715,173636.239,52349.67421,11.40883937,1.652900203,13.48526577,213718,5.348202643,1230.512781,Instagram ,131920,364,6974,651.7651338,170.1531444,4.801919843,0.341936472,7.054044163,2335,59.58900634,1840.874419
food,Twitter,1,828774,904,13109,374.3698693,95.27456119,2.57321391,1.587396589,2.314183668,1539,53.48880358,3771.863084,Instagram ,58090,6,2963,98.95424086,27.79759634,0.796262414,0.332423044,0.332423044,430,241.6804598,8490.301149
food,Twitter,1,2256591,735,22670,488.9643326,211.4257897,0.865711164,0.364792964,0.847756742,1917,41.48783014,3843.376489,Instagram ,3741,1635,242,0.565491078,0.316667661,0.100503359,0.100503359,0.351840144,2,0,7.5
food,Twitter,0,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429,Instagram ,131920,364,6974,651.7651338,170.1531444,4.801919843,0.341936472,7.054044163,2335,59.58900634,1840.874419
food,Twitter,1,5708469,33,16442,1069.264881,414.297186,0.100503359,0.100503359,0.356943299,4476,33.5978998,4264.502078,Instagram ,7360339,95,43590,12473.15006,9597.001073,5.323947293,1.353623527,8.266238728,46906,7.320319919,838.4865891
food,Twitter,0,11018,160,447,2.928974511,0.880196779,0.100503359,0.100503359,0.590858926,9,19.5,1779.7,Instagram ,3722,285,103,17.14843513,2.717532222,5.878963793,0.610818839,3.583595517,61,79.40322581,5921.354839
food,Twitter,0,6232,551,221,5.079484188,1.05350499,2.089793752,0.837439237,1.347754718,16,23.17647059,755.1176471,Instagram ,6225470,381,40506,16532.60226,9816.447536,6.292393245,4.340211535,11.88687309,61842,10.29783072,1115.07744
food,Twitter,1,203788,1069,5439,1043.235953,558.2136562,20.64364329,1.371207871,22.23138596,3048,59.96437824,1554.076101,Instagram ,108768,57,62,0.762978431,0.306073459,3.611939649,3.370506536,10.60050154,3,7.333333333,1022.333333
food,Twitter,0,444,155,14,0.100503359,0.100503359,0.349326776,0.100503359,0.349326776,0,0,0,Instagram ,1097135,830,10591,73.16567738,19.8983664,0.100503359,0.100503359,0.351840144,288,13.70989761,762.6143345
food,Twitter,0,565,613,34,11.7772064,1.050486116,5.644562091,1.866505408,5.865445093,34,76.5,2505.852941,Instagram ,470926,322,7095,1005.888413,440.8246812,6.196929416,2.897666238,17.97128034,3999,39.06679861,2468.15141
food,Twitter,1,232753,320,7919,175.2647763,100.4808198,3.108490477,1.614716825,4.401918701,679,47.0969163,2374.155653,Instagram ,2403,1,75,40.23655336,31.45870835,51.62000484,0.100503359,42.63042631,147,10.02721088,1486.306122
food,Twitter,0,84068,38,2181,22.10173404,5.247892315,0.351840144,0.351840144,0.600663561,95,54.70526316,1431.936842,Instagram ,3171023,5171,31522,1111.082668,405.5526812,4.850486325,0.100503359,4.401496085,4951,19.44187403,2256.540241
food,Twitter,1,41367,71,717,32.54965274,16.52784586,4.590730462,1.587365184,10.83237551,122,14.99186992,2044.910569,Instagram ,4557,82,167,7.337626165,4.397497314,0.100503359,0.100503359,2.092016958,25,12.44,398.76
food,Twitter,1,501043,3289,6694,307.8053912,72.5250702,2.103644113,0.60409115,2.832401376,1093,70.65880218,4390.37931,Instagram ,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429
food,Twitter,0,21,193,0,0.100503359,0.100503359,0.100503359,0.100503359,0.351840144,0,0,0,Instagram ,108768,57,62,0.762978431,0.306073459,3.611939649,3.370506536,10.60050154,3,7.333333333,1022.333333
food,Twitter,0,671,215,17,0.354378899,0.100503359,0.100503359,0.100503359,0.100503359,1,1,148,Instagram ,5685,942,477,30.13122089,1.649977649,5.312394518,0.100503359,4.819142948,111,224.2252252,7527.405405
food,Twitter,0,232753,320,7919,175.2647763,100.4808198,3.108490477,1.614716825,4.401918701,679,47.0969163,2374.155653,Instagram ,19562,17637,278,572.8748555,390.2936809,27.55204041,7.167556746,32.10190616,1762,23.46929577,1395.845634
food,Twitter,1,10270,5625,608,74.53796549,34.74870612,0.100503359,0.100503359,3.318645254,226,73.37444934,4133.123348,Instagram ,268170,2087,7870,48.07371982,6.383898519,0.356943299,0.356943299,0.356943299,207,29.91469194,915.3270142
food,Twitter,0,9512,12,213,52.16706846,23.18228843,0.362150068,0.100503359,6.806045259,195,11.67857143,564.0408163,Instagram ,67736,30523,1948,48.7654172,14.02911332,12.2462332,0.100503359,9.000103709,190,153.703125,4391.677083
food,Twitter,0,393,257,26,3.544420738,1.223473192,0.588468738,0.351840144,0.588468738,15,178,5430.6,Instagram ,5029,966,325,14.24522793,1.494590961,1.822757803,0.100503359,1.320084233,62,212.203125,4363.984375
food,Twitter,0,444,155,14,0.100503359,0.100503359,0.349326776,0.100503359,0.349326776,0,0,0,Instagram ,125512,13701,10873,267.7038326,94.38806804,10.98628644,1.360204649,11.16840455,1063,229.7641597,6728.430826
food,Twitter,0,9679,322,213,9.60716309,0.310247365,0.100503359,0.100503359,0.100503359,42,26.76190476,1770,Instagram ,185616,1001,15117,266.0138739,54.34523042,13.11190375,0.334765667,13.66517257,928,172.9862288,5321.646186
following celebrities or influencers,Twitter,0,78731,6212,1971,97.39584224,57.17976788,13.84364379,1.788635968,12.66075551,378,59.91666667,2026.757813,Instagram ,154830,10613,2910,138.7577424,50.168698,3.5578318,0.341936472,3.81385001,542,126.0718232,6302.39779
following celebrities or influencers,Twitter,1,8168488,76,25928,2821.694234,787.5112742,2.605210663,0.583369585,2.381687112,9896,11.97713598,2056.461592,Instagram ,78731,6212,1971,97.39584224,57.17976788,13.84364379,1.788635968,12.66075551,378,59.91666667,2026.757813
following celebrities or influencers,Twitter,1,126738,779,4115,171.8195552,37.29428527,4.411322664,1.530222492,4.202882585,690,126.0441595,3627.968661,Instagram ,655,562,33,1.151363202,0.100503359,0.573760547,0.100503359,0.569051638,2,10,602.5
following celebrities or influencers,Twitter,1,1043,81,40,2.718281338,0.932457738,0.100503359,0.100503359,0.100503359,10,21.5,1412.3,Instagram ,3106,3232,47,4.12499755,2.571112801,0.100503359,0.100503359,1.109067979,17,5,531.9444444
following celebrities or influencers,Twitter,0,655,562,33,1.151363202,0.100503359,0.573760547,0.100503359,0.569051638,2,10,602.5,Instagram ,4321482,259,32741,7068.594081,3773.248759,2.101994023,0.339522141,10.21653167,25313,11.30328061,1404.195349
following celebrities or influencers,Twitter,0,23230,495,826,118.0524319,56.66829265,6.373205373,0.840719745,9.827004944,466,105.2106383,3589.004255,Instagram ,356712,2070,2804,24.82391035,4.468126034,2.144406357,0.605766716,1.627038907,92,258.2553191,8133
following celebrities or influencers,Twitter,1,6119,382,417,8.485917699,3.285058478,0.58595537,0.100503359,0.58595537,32,145.65625,2851.40625,Instagram ,16978,6715,451,0.332423044,0.100503359,0.100503359,0.100503359,3.342998511,1,130,2874
following celebrities or influencers,Twitter,1,14843,12352,867,48.53027062,13.19481767,17.88875172,1.848025014,13.93927832,168,184.7117647,10791.74706,Instagram ,1271,1503,59,0.297973177,0.297973177,0.100503359,0.100503359,0.100503359,1,0,12
following celebrities or influencers,Twitter,1,6225470,381,40506,16532.60226,9816.447536,6.292393245,4.340211535,11.88687309,61842,10.29783072,1115.07744,Instagram ,67736,30523,1948,48.7654172,14.02911332,12.2462332,0.100503359,9.000103709,190,153.703125,4391.677083
following celebrities or influencers,Twitter,0,488750,320,3673,1207.190077,599.7216,0.842022025,0.593198607,7.044734545,3918,7.859817814,637.9832996,Instagram ,541611,2140,10406,2418.369859,981.4598887,13.92558482,0.100503359,32.97302392,8550,59.1202268,4861.4109
following celebrities or influencers,Twitter,1,177796,0,6870,9.148384108,5.322694593,0.100503359,0.100503359,0.100503359,42,66.61904762,1681.238095,Instagram ,67736,30523,1948,48.7654172,14.02911332,12.2462332,0.100503359,9.000103709,190,153.703125,4391.677083
following celebrities or influencers,Twitter,1,828774,904,13109,374.3698693,95.27456119,2.57321391,1.587396589,2.314183668,1539,53.48880358,3771.863084,Instagram ,15385,673,747,55.99354588,22.32194495,6.946233255,0.341936472,6.503977478,202,152.495098,3286.617647
following celebrities or influencers,Twitter,1,158467,154157,1590,299.6078791,80.19028639,0.100503359,0.100503359,0.100503359,791,122.252802,11514.81196,Instagram ,228,302,3,0.583979388,0.100503359,0.100503359,0.100503359,0.362150068,2,166.5,11355
following celebrities or influencers,Twitter,1,2745543,7828,22729,349.8196251,107.0810211,0.60409115,0.100503359,2.392201342,1359,55.71822803,3705.916485,Instagram ,725,645,44,4.108298711,0.709693062,1.568909382,0.83470637,1.832664977,15,128.8,2381.466667
following celebrities or influencers,Twitter,0,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429,Instagram ,1404323,563,20057,967.7206417,579.4311277,4.473798492,0.805680232,6.24180594,4027,57.64383892,3201.293706
following celebrities or influencers,Twitter,1,71597,44262,1437,10.40356346,3.36535464,0.591205607,0.100503359,5.074567407,47,72.10638298,2146.893617,Instagram ,7157,73,82,8.691432094,2.642132008,0.346838542,0.100503359,2.593923684,31,29.48387097,4767.290323
following celebrities or influencers,Twitter,1,3272,700,144,6.48122389,1.942811191,1.827918063,0.346838542,2.066936845,24,111.7083333,3992.583333,Instagram ,142,408,4,0.100503359,0.100503359,0.341936472,0.100503359,0.341936472,0,0,0
following celebrities or influencers,Twitter,1,580544,2799,7371,296.9782053,135.8314286,15.03302568,4.807179812,8.262063127,1201,87.18377483,3547.782285,Instagram ,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429
following celebrities or influencers,Twitter,1,163145,906,4475,182.1755684,78.04320237,11.60766804,3.59001979,9.605154521,688,82.93865906,1809.650499,Instagram ,138235,780,1415,267.4365113,128.7078828,32.38155115,3.495342668,26.6084698,852,27.47856315,4345.216686
following celebrities or influencers,Twitter,0,794,892,32,1.336914175,0.362150068,1.059212559,0.337131953,0.822583964,4,0,68.5,Instagram ,1097135,830,10591,73.16567738,19.8983664,0.100503359,0.100503359,0.351840144,288,13.70989761,762.6143345
following celebrities or influencers,Twitter,1,143101,128686,8742,874.2128732,347.6306673,4.49847062,0.100503359,34.97797772,2767,105.7347811,5276.96262,Instagram ,1271,1503,59,0.297973177,0.297973177,0.100503359,0.100503359,0.100503359,1,0,12
following celebrities or influencers,Twitter,0,7554,1711,181,21.60186597,3.581661127,6.764657043,1.119726699,4.563246324,85,48.5,1993.627907,Instagram ,10693,935,12,0.634421754,0.367462556,0.367462556,0.100503359,0.367462556,2,50.5,3452.5
following celebrities or influencers,Twitter,0,377,954,9,0.100503359,0.100503359,0.62908257,0.100503359,0.626439674,0,0,0,Instagram ,30914,270,2150,81.7209488,12.47275993,3.86249577,0.349326776,3.367387691,321,138.8404908,3172.358896
